erpid,year,month,region,inn,ogrn,organization_name,type_name,kind_knm,start_date,end_date,foiv,reasons,risk_category
78220041000100989006,2022,2,Санкт-Петербург,4723003603,1024701333282,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА 'ОРЕШЕК',Плановое КНМ,Выездная проверка,2022-02-07,2022-02-18,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100990181,2022,7,Санкт-Петербург,4716014178,1024701897990,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ №18 'ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА Г.НИКОЛЬСКОЕ',Плановое КНМ,Выездная проверка,2022-07-04,2022-07-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100993232,2022,1,Санкт-Петербург,4706037480,1154704003607,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 32 'СКАЗКА',Плановое КНМ,Выездная проверка,2022-01-17,2022-01-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100993997,2022,2,Санкт-Петербург,4709006803,1024701533999,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ЦЕНТР ПОМОЩИ ДЕТЯМ-СИРОТАМ И ДЕТЯМ, ОСТАВШИМСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ 'СВИРЬСТРОЙСКИЙ РЕСУРСНЫЙ ЦЕНТР ПО СОДЕЙСТВИЮ СЕМЕЙНОМУ УСТРОЙСТВУ'",Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100994118,2022,7,Санкт-Петербург,4715010452,1024701848995,ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ СТАЦИОНАРНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ 'ТИХВИНСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ',Плановое КНМ,Выездная проверка,2022-07-11,2022-07-22,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100994201,2022,8,Санкт-Петербург,4707030871,1104707001706,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ  УЧРЕЖДЕНИЕ 'СЛАНЦЕВСКИЙ ДЕТСКИЙ САД №4 ОБЩЕРАЗВИВАЮЩЕГО ВИДА С ПРИОРИТЕТНЫМ ОСУЩЕСТВЛЕНИЕМ ДЕЯТЕЛЬНОСТИ ПО ФИЗИЧЕСКОМУ РАЗВИТИЮ ДЕТЕЙ',Плановое КНМ,Выездная проверка,2022-08-01,2022-08-12,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100995074,2022,2,Санкт-Петербург,4704031595,1034700873019,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ 'ВЫБОРГСКИЙ РОДИЛЬНЫЙ ДОМ',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100995622,2022,2,Санкт-Петербург,4703065337,1024700555770,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'БОЛЛ БЕВЕРИДЖ ПЭКЕДЖИНГ ВСЕВОЛОЖСК',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",2
78220041000100999237,2022,2,Санкт-Петербург,4703054350,1034700562368,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ПОС.ИМ.МОРОЗОВА',Плановое КНМ,Выездная проверка,2022-02-07,2022-02-18,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100999356,2022,6,Санкт-Петербург,4716013985,1024701898100,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ №38 'ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА Г.НИКОЛЬСКОЕ',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-17,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100999489,2022,1,Санкт-Петербург,4704034853,1034700879102,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'КАМЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-01-18,2022-01-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100999619,2022,2,Санкт-Петербург,4703031754,1024700562600,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'НОВО - ДЕВЯТКИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 1',Плановое КНМ,Выездная проверка,2022-02-07,2022-02-18,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100999756,2022,1,Санкт-Петербург,4706008915,1024701335559,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД ОБЩЕРАЗВИВАЮЩЕГО ВИДА С ПРИОРИТЕТНЫМ ОСУЩЕСТВЛЕНИЕМ ДЕЯТЕЛЬНОСТИ ПО ХУДОЖЕСТВЕННО-ЭСТЕТИЧЕСКОМУ РАЗВИТИЮ ДЕТЕЙ № 44 'АНДРЕЙКА',Плановое КНМ,Выездная проверка,2022-01-18,2022-01-31,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100999827,2022,6,Санкт-Петербург,4716014393,1024701898968,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ТРУБНИКОБОРСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Документарная проверка,2022-06-01,2022-06-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101000105,2022,3,Санкт-Петербург,4706011700,1024701336516,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД КОМПЕНСИРУЮЩЕГО ВИДА № 13 'РОДНИЧОК',Плановое КНМ,Выездная проверка,2022-03-16,2022-03-29,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101000463,2022,2,Санкт-Петербург,4706013376,1024701333986,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ПУТИЛОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-02-07,2022-02-18,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101000481,2022,7,Санкт-Петербург,4716013914,1024701896658,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 20 'ДЕТСКИЙ САД П.ВОЙСКОРОВО',Плановое КНМ,Выездная проверка,2022-07-04,2022-07-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101000587,2022,3,Санкт-Петербург,4712013487,1024701650148,"МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ'ПРИОЗЕРСКАЯ НАЧАЛЬНАЯ ШКОЛА-ДЕТСКИЙ САД,РЕАЛИЗУЮЩАЯ АДАПТИРОВАННЫЕ ОБРАЗОВАТЕЛЬНЫЕ ПРОГРАММЫ'",Плановое КНМ,Выездная проверка,2022-03-14,2022-03-25,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101000801,2022,4,Санкт-Петербург,4712020565,1034701649531,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД № 10',Плановое КНМ,Выездная проверка,2022-04-04,2022-04-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101001003,2022,3,Санкт-Петербург,4712019464,1024701646100,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 11',Плановое КНМ,Выездная проверка,2022-03-01,2022-03-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100996488,2022,5,Санкт-Петербург,4706028164,1084706001236,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 2',Плановое КНМ,Выездная проверка,2022-05-11,2022-05-24,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100996997,2022,7,Санкт-Петербург,4711003616,1024701613705,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'НИКОЛЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 9',Плановое КНМ,Выездная проверка,2022-07-04,2022-07-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000100998657,2022,5,Санкт-Петербург,4712013575,1024701650522,МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 24,Плановое КНМ,Выездная проверка,2022-05-16,2022-05-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100998670,2022,5,Санкт-Петербург,4706013785,1024701336450,МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД №24',Плановое КНМ,Выездная проверка,2022-05-16,2022-05-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000100998863,2022,3,Санкт-Петербург,4704006870,1024700877607,ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ СТАЦИОНАРНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ 'КАМЕННОГОРСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ',Плановое КНМ,Выездная проверка,2022-03-15,2022-03-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101003243,2022,4,Санкт-Петербург,4712006592,1024701653173,НЕГОСУДАРСТВЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА РУССКОЙ КУЛЬТУРЫ ПРЕПОДОБНЫХ СЕРГИЯ И ГЕРМАНА ВАЛААМСКИХ',Плановое КНМ,Выездная проверка,2022-04-11,2022-04-22,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101003882,2022,5,Санкт-Петербург,4712017178,1024701649598,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ОТРАДНЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-05-16,2022-05-27,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101004189,2022,3,Санкт-Петербург,4712013776,1024701652700,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'КУЗНЕЧЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА',Плановое КНМ,Выездная проверка,2022-03-01,2022-03-15,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101004381,2022,6,Санкт-Петербург,7816529994,1127847052079,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ 'БРИГАНТИНА +',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-20,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101001779,2022,1,Санкт-Петербург,4712016079,1024701650610,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 4',Плановое КНМ,Выездная проверка,2022-01-10,2022-01-21,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101002160,2022,6,Санкт-Петербург,4708007995,1024701480044,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ГИМНАЗИЯ' Г. КИРИШИ,Плановое КНМ,Выездная проверка,2022-06-15,2022-06-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты государственной регистрации организации или гражданина в качестве индивидуального предпринимателя",1
78220041000101002177,2022,2,Санкт-Петербург,4708008029,1024701482926,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'КИРИШСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №8',Плановое КНМ,Выездная проверка,2022-02-01,2022-02-14,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты государственной регистрации организации или гражданина в качестве индивидуального предпринимателя",1
78220041000101032251,2022,1,Санкт-Петербург,4707015104,1024701427167,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ДЕТСКИЙ САД' П.УСТЬ-ЛУГА,Плановое КНМ,Выездная проверка,2022-01-17,2022-01-28,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля период времени с даты окончания проведения последнего планового контрольного (надзорного) мероприятия",1
78220041000101004837,2022,6,Санкт-Петербург,7807310236,1057813059919,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  'ДЕТСКИЙ САНАТОРНО-ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ 'ЧАЙКА',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-20,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101005030,2022,6,Санкт-Петербург,4712127614,1094712000129,АКЦИОНЕРНОЕ ОБЩЕСТВО 'РЕКРЕАЦИОННО-ПРОФИЛАКТИЧЕСКИЙ КОМПЛЕКС 'СВЯЗИСТ',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-20,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101031581,2022,1,Санкт-Петербург,7814039024,1027807593571,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'МАРКЕТ ЛАЙН',Плановое КНМ,Выездная проверка,2022-01-10,2022-01-21,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты государственной регистрации организации или гражданина в качестве индивидуального предпринимателя",2
78220041000101005221,2022,7,Санкт-Петербург,4712028726,1184704019697,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'МАЯК КОЛОСКОВО',Плановое КНМ,Выездная проверка,2022-07-11,2022-07-22,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
78220041000101009764,2022,6,Санкт-Петербург,4706014387,1024701335724,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ 'ОТРАДНЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №3',Плановое КНМ,Выездная проверка,2022-06-06,2022-06-17,Роспотребнадзор,"(ФЗ 248) Истечение установленного федеральным законом о виде контроля, положением о виде контроля периода времени с даты иного события, установленного федеральным законом о виде контроля, положением о виде контроля, которое ведет к возникновению объекта контроля",1
